,RR,TPP,SLP,comparedProfit
2258,3,0.156,0.056,-2963.0000000000036
2257,3,0.15400000000000003,0.056,-2963.0000000000036
2254,3,0.14800000000000002,0.056,-2963.0000000000036
1072,2,0.064,0.032,-2986.0000000000073
2838,3,0.17600000000000002,0.068,-3007.0000000000036
1593,4,0.156,0.042,-3018.9999999999964
1594,4,0.158,0.042,-3018.9999999999964
1595,4,0.16,0.042,-3018.9999999999964
1596,4,0.162,0.042,-3018.9999999999964
657,9,0.18400000000000002,0.022,-3032.0000000000036
2642,3,0.164,0.064,-3050.0000000000073
2738,3,0.166,0.066,-3050.0000000000073
2739,3,0.168,0.066,-3050.0000000000073
2740,3,0.17,0.066,-3050.0000000000073
2547,3,0.164,0.062000000000000006,-3050.0000000000073
2548,3,0.166,0.062000000000000006,-3050.0000000000073
2549,3,0.168,0.062000000000000006,-3050.0000000000073
2550,3,0.17,0.062000000000000006,-3050.0000000000073
2741,3,0.17200000000000001,0.066,-3050.0000000000073
2742,3,0.17400000000000002,0.066,-3050.0000000000073
2737,3,0.164,0.066,-3050.0000000000073
2551,3,0.17200000000000001,0.062000000000000006,-3050.0000000000073
2643,3,0.166,0.064,-3050.0000000000073
2552,3,0.17400000000000002,0.062000000000000006,-3050.0000000000073
2644,3,0.168,0.064,-3050.0000000000073
2645,3,0.17,0.064,-3050.0000000000073
2646,3,0.17200000000000001,0.064,-3050.0000000000073
2647,3,0.17400000000000002,0.064,-3050.0000000000073
13,4,0.036000000000000004,0.01,-3082.000000000018
1682,4,0.14400000000000002,0.044000000000000004,-3089.0000000000073
1681,4,0.14200000000000002,0.044000000000000004,-3089.0000000000073
603,4,0.076,0.022,-3173.0000000000073
602,4,0.074,0.022,-3173.0000000000073
656,9,0.18200000000000002,0.022,-3193.0000000000073
653,9,0.17600000000000002,0.022,-3193.0000000000073
654,9,0.17800000000000002,0.022,-3193.0000000000073
655,9,0.18000000000000002,0.022,-3193.0000000000073
651,8,0.17200000000000001,0.022,-3202.0000000000073
652,8,0.17400000000000002,0.022,-3202.0000000000073
2837,3,0.17400000000000002,0.068,-3212.0000000000073
2832,3,0.164,0.068,-3212.0000000000073
2833,3,0.166,0.068,-3212.0000000000073
2834,3,0.168,0.068,-3212.0000000000073
2835,3,0.17,0.068,-3212.0000000000073
2836,3,0.17200000000000001,0.068,-3212.0000000000073
2157,3,0.14400000000000002,0.054,-3253.0000000000036
2061,3,0.14200000000000002,0.052000000000000005,-3253.0000000000036
2063,3,0.14600000000000002,0.052000000000000005,-3253.0000000000036
2064,3,0.14800000000000002,0.052000000000000005,-3253.0000000000036
2065,3,0.15000000000000002,0.052000000000000005,-3253.0000000000036
2066,3,0.15200000000000002,0.052000000000000005,-3253.0000000000036
2067,3,0.15400000000000003,0.052000000000000005,-3253.0000000000036
2162,3,0.15400000000000003,0.054,-3253.0000000000036
2161,3,0.15200000000000002,0.054,-3253.0000000000036
2156,3,0.14200000000000002,0.054,-3253.0000000000036
2160,3,0.15000000000000002,0.054,-3253.0000000000036
2159,3,0.14800000000000002,0.054,-3253.0000000000036
2062,3,0.14400000000000002,0.052000000000000005,-3253.0000000000036
2158,3,0.14600000000000002,0.054,-3253.0000000000036
646,8,0.162,0.022,-3305.0000000000073
647,8,0.164,0.022,-3305.0000000000073
648,8,0.166,0.022,-3305.0000000000073
649,8,0.168,0.022,-3305.0000000000073
650,8,0.17,0.022,-3305.0000000000073
2249,3,0.138,0.056,-3326.0000000000036
2253,3,0.14600000000000002,0.056,-3326.0000000000036
2252,3,0.14400000000000002,0.056,-3326.0000000000036
2251,3,0.14200000000000002,0.056,-3326.0000000000036
2250,3,0.14,0.056,-3326.0000000000036
1462,3,0.08399999999999999,0.04,-3347.0
1461,3,0.082,0.04,-3347.0
1081,3,0.082,0.032,-3379.9999999999964
1082,3,0.08399999999999999,0.032,-3379.9999999999964
614,5,0.09799999999999999,0.022,-3413.000000000011
612,5,0.094,0.022,-3422.000000000011
613,5,0.096,0.022,-3422.000000000011
2349,3,0.14800000000000002,0.058,-3430.0000000000036
2348,3,0.14600000000000002,0.058,-3430.0000000000036
2350,3,0.15000000000000002,0.058,-3430.0000000000036
2346,3,0.14200000000000002,0.058,-3430.0000000000036
2351,3,0.15200000000000002,0.058,-3430.0000000000036
2352,3,0.15400000000000003,0.058,-3430.0000000000036
2347,3,0.14400000000000002,0.058,-3430.0000000000036
1586,4,0.14200000000000002,0.042,-3451.0000000000073
1588,4,0.14600000000000002,0.042,-3451.0000000000073
1587,4,0.14400000000000002,0.042,-3451.0000000000073
3514,3,0.198,0.082,-3454.0
3319,3,0.188,0.078,-3454.0
3413,3,0.186,0.08,-3454.0
3414,3,0.188,0.08,-3454.0
3415,3,0.19,0.08,-3454.0
3602,3,0.18400000000000002,0.08399999999999999,-3454.0
3603,3,0.186,0.08399999999999999,-3454.0
3416,3,0.192,0.08,-3454.0
3318,3,0.186,0.078,-3454.0
3317,3,0.18400000000000002,0.078,-3454.0
3316,3,0.18200000000000002,0.078,-3454.0
3315,3,0.18000000000000002,0.078,-3454.0
3314,3,0.17800000000000002,0.078,-3454.0
3696,3,0.18200000000000002,0.086,-3454.0
3697,3,0.18400000000000002,0.086,-3454.0
3698,3,0.186,0.086,-3454.0
3699,3,0.188,0.086,-3454.0
3700,3,0.19,0.086,-3454.0
3701,3,0.192,0.086,-3454.0
3702,3,0.194,0.086,-3454.0
3703,3,0.196,0.086,-3454.0
3704,3,0.198,0.086,-3454.0
3417,3,0.194,0.08,-3454.0
3418,3,0.196,0.08,-3454.0
3601,3,0.18200000000000002,0.08399999999999999,-3454.0
3504,3,0.17800000000000002,0.082,-3454.0
3419,3,0.198,0.08,-3454.0
3412,3,0.18400000000000002,0.08,-3454.0
3320,3,0.19,0.078,-3454.0
3609,3,0.198,0.08399999999999999,-3454.0
3411,3,0.18200000000000002,0.08,-3454.0
3608,3,0.196,0.08399999999999999,-3454.0
3607,3,0.194,0.08399999999999999,-3454.0
3606,3,0.192,0.08399999999999999,-3454.0
3513,3,0.196,0.082,-3454.0
3512,3,0.194,0.082,-3454.0
3605,3,0.19,0.08399999999999999,-3454.0
3604,3,0.188,0.08399999999999999,-3454.0
3599,3,0.17800000000000002,0.08399999999999999,-3454.0
3600,3,0.18000000000000002,0.08399999999999999,-3454.0
3694,3,0.17800000000000002,0.086,-3454.0
3695,3,0.18000000000000002,0.086,-3454.0
3511,3,0.192,0.082,-3454.0
3510,3,0.19,0.082,-3454.0
3509,3,0.188,0.082,-3454.0
3508,3,0.186,0.082,-3454.0
3507,3,0.18400000000000002,0.082,-3454.0
3506,3,0.18200000000000002,0.082,-3454.0
3505,3,0.18000000000000002,0.082,-3454.0
3409,3,0.17800000000000002,0.08,-3454.0
3410,3,0.18000000000000002,0.08,-3454.0
3324,3,0.198,0.078,-3454.0
3323,3,0.196,0.078,-3454.0
3322,3,0.194,0.078,-3454.0
3321,3,0.192,0.078,-3454.0
3229,3,0.198,0.076,-3456.0000000000036
3221,3,0.18200000000000002,0.076,-3456.0000000000036
3220,3,0.18000000000000002,0.076,-3456.0000000000036
3226,3,0.192,0.076,-3456.0000000000036
3222,3,0.18400000000000002,0.076,-3456.0000000000036
3225,3,0.19,0.076,-3456.0000000000036
3219,3,0.17800000000000002,0.076,-3456.0000000000036
3223,3,0.186,0.076,-3456.0000000000036
3228,3,0.196,0.076,-3456.0000000000036
3227,3,0.194,0.076,-3456.0000000000036
3224,3,0.188,0.076,-3456.0000000000036
624,6,0.118,0.022,-3486.0
623,6,0.11599999999999999,0.022,-3486.0
1486,4,0.132,0.04,-3506.0000000000073
1487,4,0.134,0.04,-3506.0000000000073
1488,4,0.136,0.04,-3506.0000000000073
1489,4,0.138,0.04,-3506.0000000000073
1490,4,0.14,0.04,-3506.0000000000073
105,3,0.03,0.012,-3525.0
1089,4,0.09799999999999999,0.032,-3534.0000000000073
1090,4,0.09999999999999999,0.032,-3534.0000000000073
1091,4,0.102,0.032,-3534.0000000000073
1087,3,0.094,0.032,-3534.0000000000073
1088,3,0.096,0.032,-3534.0000000000073
1077,3,0.074,0.032,-3555.0
1076,3,0.072,0.032,-3555.0
2444,3,0.14800000000000002,0.060000000000000005,-3567.0000000000036
2447,3,0.15400000000000003,0.060000000000000005,-3567.0000000000036
2445,3,0.15000000000000002,0.060000000000000005,-3567.0000000000036
2446,3,0.15200000000000002,0.060000000000000005,-3567.0000000000036
2246,3,0.132,0.056,-3597.0
2247,3,0.134,0.056,-3597.0
2248,3,0.136,0.056,-3597.0
1775,4,0.14,0.046000000000000006,-3719.0000000000036
1773,3,0.136,0.046000000000000006,-3719.0000000000036
1962,3,0.134,0.05,-3719.0000000000036
1961,3,0.132,0.05,-3719.0000000000036
1771,3,0.132,0.046000000000000006,-3719.0000000000036
1676,3,0.132,0.044000000000000004,-3719.0000000000036
1680,4,0.14,0.044000000000000004,-3719.0000000000036
1679,4,0.138,0.044000000000000004,-3719.0000000000036
1678,4,0.136,0.044000000000000004,-3719.0000000000036
1772,3,0.134,0.046000000000000006,-3719.0000000000036
1677,4,0.134,0.044000000000000004,-3719.0000000000036
1774,3,0.138,0.046000000000000006,-3719.0000000000036
1963,3,0.136,0.05,-3719.0000000000036
1964,3,0.138,0.05,-3719.0000000000036
1965,3,0.14,0.05,-3719.0000000000036
1870,3,0.14,0.048,-3719.0000000000036
1869,3,0.138,0.048,-3719.0000000000036
1868,3,0.136,0.048,-3719.0000000000036
1867,3,0.134,0.048,-3719.0000000000036
1866,3,0.132,0.048,-3719.0000000000036
108,4,0.036000000000000004,0.012,-3732.0000000000146
2245,3,0.13,0.056,-3743.0000000000036
611,5,0.092,0.022,-3765.0000000000036
2237,3,0.114,0.056,-3770.0000000000036
2239,3,0.118,0.056,-3770.0000000000036
2236,2,0.112,0.056,-3770.0000000000036
2243,3,0.126,0.056,-3770.0000000000036
2238,3,0.11599999999999999,0.056,-3770.0000000000036
2244,3,0.128,0.056,-3770.0000000000036
2240,3,0.12,0.056,-3770.0000000000036
2242,3,0.124,0.056,-3770.0000000000036
2241,3,0.122,0.056,-3770.0000000000036
1485,4,0.13,0.04,-3777.0000000000036
1484,4,0.128,0.04,-3777.0000000000036
1483,4,0.126,0.04,-3777.0000000000036
627,6,0.124,0.022,-3801.0000000000036
626,6,0.122,0.022,-3801.0000000000036
628,6,0.126,0.022,-3801.0000000000036
629,6,0.128,0.022,-3801.0000000000036
1101,4,0.122,0.032,-3810.0000000000073
1102,4,0.124,0.032,-3810.0000000000073
1103,4,0.126,0.032,-3810.0000000000073
1104,4,0.128,0.032,-3810.0000000000073
1105,5,0.13,0.032,-3810.0000000000073
1106,5,0.132,0.032,-3810.0000000000073
1107,5,0.134,0.032,-3810.0000000000073
1170,3,0.06999999999999999,0.034,-3821.0000000000036
1169,2,0.068,0.034,-3821.0000000000036
12,4,0.034,0.01,-3838.000000000011
1494,4,0.14800000000000002,0.04,-3854.0000000000073
1495,4,0.15000000000000002,0.04,-3854.0000000000073
1497,4,0.15400000000000003,0.04,-3854.0000000000073
1496,4,0.15200000000000002,0.04,-3854.0000000000073
2154,3,0.138,0.054,-3856.0000000000036
2060,3,0.14,0.052000000000000005,-3856.0000000000036
2155,3,0.14,0.054,-3856.0000000000036
2059,3,0.138,0.052000000000000005,-3856.0000000000036
1137,7,0.194,0.032,-3904.0
1134,6,0.188,0.032,-3904.0
1138,7,0.196,0.032,-3904.0
1139,7,0.198,0.032,-3904.0
1133,6,0.186,0.032,-3904.0
1132,6,0.18400000000000002,0.032,-3904.0
1131,6,0.18200000000000002,0.032,-3904.0
1130,6,0.18000000000000002,0.032,-3904.0
1136,6,0.192,0.032,-3904.0
1135,6,0.19,0.032,-3904.0
1129,6,0.17800000000000002,0.032,-3904.0
1482,4,0.124,0.04,-3923.0000000000073
2441,3,0.14200000000000002,0.060000000000000005,-3930.0000000000036
2442,3,0.14400000000000002,0.060000000000000005,-3930.0000000000036
2443,3,0.14600000000000002,0.060000000000000005,-3930.0000000000036
605,4,0.08,0.022,-3932.9999999999964
604,4,0.078,0.022,-3932.9999999999964
200,3,0.03,0.014,-3946.0
1480,3,0.12,0.04,-3950.0000000000073
1481,4,0.122,0.04,-3950.0000000000073
1477,3,0.114,0.04,-3950.0000000000073
1479,3,0.118,0.04,-3950.0000000000073
1478,3,0.11599999999999999,0.04,-3950.0000000000073
1476,3,0.112,0.04,-3950.0000000000073
1475,3,0.11,0.04,-3950.0000000000073
1473,3,0.106,0.04,-3950.0000000000073
1474,3,0.108,0.04,-3950.0000000000073
1460,2,0.08,0.04,-3951.0000000000073
1079,3,0.078,0.032,-3984.0000000000036
1080,3,0.08,0.032,-3984.0000000000036
1770,3,0.13,0.046000000000000006,-3990.0
1675,3,0.13,0.044000000000000004,-3990.0
1674,3,0.128,0.044000000000000004,-3990.0
1673,3,0.126,0.044000000000000004,-3990.0
1864,3,0.128,0.048,-3990.0
1768,3,0.126,0.046000000000000006,-3990.0
1769,3,0.128,0.046000000000000006,-3990.0
1960,3,0.13,0.05,-3990.0
1959,3,0.128,0.05,-3990.0
1865,3,0.13,0.048,-3990.0
1863,3,0.126,0.048,-3990.0
1958,3,0.126,0.05,-3990.0
621,6,0.112,0.022,-4000.0
622,6,0.114,0.022,-4000.0
3406,3,0.17200000000000001,0.08,-4003.0000000000036
3407,3,0.17400000000000002,0.08,-4003.0000000000036
3598,3,0.17600000000000002,0.08399999999999999,-4003.0000000000036
3408,3,0.17600000000000002,0.08,-4003.0000000000036
3596,3,0.17200000000000001,0.08399999999999999,-4003.0000000000036
3693,3,0.17600000000000002,0.086,-4003.0000000000036
3501,3,0.17200000000000001,0.082,-4003.0000000000036
3502,3,0.17400000000000002,0.082,-4003.0000000000036
3503,3,0.17600000000000002,0.082,-4003.0000000000036
3692,3,0.17400000000000002,0.086,-4003.0000000000036
3597,3,0.17400000000000002,0.08399999999999999,-4003.0000000000036
3691,3,0.17200000000000001,0.086,-4003.0000000000036
3313,3,0.17600000000000002,0.078,-4003.0000000000036
3312,3,0.17400000000000002,0.078,-4003.0000000000036
3311,3,0.17200000000000001,0.078,-4003.0000000000036
3216,3,0.17200000000000001,0.076,-4005.0000000000073
3217,3,0.17400000000000002,0.076,-4005.0000000000073
3218,3,0.17600000000000002,0.076,-4005.0000000000073
1275,3,0.09,0.036000000000000004,-4017.0000000000073
1370,3,0.09,0.038,-4017.0000000000073
1180,3,0.09,0.034,-4017.0000000000073
595,3,0.060000000000000005,0.022,-4029.0000000000073
104,3,0.028000000000000004,0.012,-4030.9999999999964
2440,3,0.14,0.060000000000000005,-4033.0000000000036
2344,3,0.138,0.058,-4033.0000000000036
2345,3,0.14,0.058,-4033.0000000000036
2439,3,0.138,0.060000000000000005,-4033.0000000000036
587,3,0.044000000000000004,0.022,-4052.0000000000073
1098,4,0.11599999999999999,0.032,-4069.0000000000036
1099,4,0.118,0.032,-4069.0000000000036
1100,4,0.12,0.032,-4069.0000000000036
1097,4,0.114,0.032,-4069.0000000000036
1096,4,0.112,0.032,-4069.0000000000036
1095,4,0.11,0.032,-4069.0000000000036
640,7,0.15000000000000002,0.022,-4077.0000000000036
639,7,0.14800000000000002,0.022,-4077.0000000000036
641,7,0.15200000000000002,0.022,-4077.0000000000036
643,8,0.156,0.022,-4077.0000000000036
644,8,0.158,0.022,-4077.0000000000036
645,8,0.16,0.022,-4077.0000000000036
642,8,0.15400000000000003,0.022,-4077.0000000000036
593,3,0.056,0.022,-4081.0000000000073
634,7,0.138,0.022,-4083.0
638,7,0.14600000000000002,0.022,-4083.0
636,7,0.14200000000000002,0.022,-4083.0
635,7,0.14,0.022,-4083.0
637,7,0.14400000000000002,0.022,-4083.0
619,5,0.108,0.022,-4088.0
620,5,0.11,0.022,-4088.0
618,5,0.106,0.022,-4088.0
590,3,0.05,0.022,-4098.000000000007
600,4,0.06999999999999999,0.022,-4110.000000000007
598,4,0.066,0.022,-4110.000000000007
599,4,0.068,0.022,-4110.000000000007
2151,3,0.132,0.054,-4127.0
2152,3,0.134,0.054,-4127.0
2058,3,0.136,0.052000000000000005,-4127.0
2057,3,0.134,0.052000000000000005,-4127.0
2056,3,0.132,0.052000000000000005,-4127.0
2153,3,0.136,0.054,-4127.0
4084,3,0.198,0.094,-4128.999999999996
3892,3,0.194,0.09,-4128.999999999996
3891,3,0.192,0.09,-4128.999999999996
3885,3,0.18000000000000002,0.09,-4128.999999999996
3886,3,0.18200000000000002,0.09,-4128.999999999996
3887,3,0.18400000000000002,0.09,-4128.999999999996
3888,3,0.186,0.09,-4128.999999999996
3893,3,0.196,0.09,-4128.999999999996
3890,3,0.19,0.09,-4128.999999999996
3894,3,0.198,0.09,-4128.999999999996
3889,3,0.188,0.09,-4128.999999999996
4083,3,0.196,0.094,-4128.999999999996
3794,3,0.188,0.088,-4128.999999999996
4079,2,0.188,0.094,-4128.999999999996
3790,3,0.18000000000000002,0.088,-4128.999999999996
3791,3,0.18200000000000002,0.088,-4128.999999999996
3792,3,0.18400000000000002,0.088,-4128.999999999996
3793,3,0.186,0.088,-4128.999999999996
3795,3,0.19,0.088,-4128.999999999996
3982,3,0.18400000000000002,0.092,-4128.999999999996
3983,3,0.186,0.092,-4128.999999999996
3796,3,0.192,0.088,-4128.999999999996
3797,3,0.194,0.088,-4128.999999999996
3798,3,0.196,0.088,-4128.999999999996
3799,3,0.198,0.088,-4128.999999999996
3984,3,0.188,0.092,-4128.999999999996
3988,3,0.196,0.092,-4128.999999999996
3987,3,0.194,0.092,-4128.999999999996
3986,3,0.192,0.092,-4128.999999999996
3789,3,0.17800000000000002,0.088,-4128.999999999996
3985,3,0.19,0.092,-4128.999999999996
3989,3,0.198,0.092,-4128.999999999996
4082,3,0.194,0.094,-4128.999999999996
4080,3,0.19,0.094,-4128.999999999996
4081,3,0.192,0.094,-4128.999999999996
594,3,0.058,0.022,-4130.000000000007
10,3,0.03,0.01,-4131.0
1957,3,0.124,0.05,-4136.000000000004
1672,3,0.124,0.044000000000000004,-4136.000000000004
1862,3,0.124,0.048,-4136.000000000004
1767,3,0.124,0.046000000000000006,-4136.000000000004
588,3,0.046000000000000006,0.022,-4140.000000000007
203,3,0.036000000000000004,0.014,-4153.000000000015
1216,5,0.162,0.034,-4160.0
1403,5,0.156,0.038,-4160.0
1404,5,0.158,0.038,-4160.0
1405,5,0.16,0.038,-4160.0
1406,5,0.162,0.038,-4160.0
1213,5,0.156,0.034,-4160.0
1308,5,0.156,0.036000000000000004,-4160.0
1309,5,0.158,0.036000000000000004,-4160.0
1310,5,0.16,0.036000000000000004,-4160.0
1311,5,0.162,0.036000000000000004,-4160.0
1215,5,0.16,0.034,-4160.0
1214,5,0.158,0.034,-4160.0
3497,2,0.164,0.082,-4160.000000000004
3307,3,0.164,0.078,-4160.000000000004
3403,3,0.166,0.08,-4160.000000000004
3404,3,0.168,0.08,-4160.000000000004
3498,3,0.166,0.082,-4160.000000000004
3595,3,0.17,0.08399999999999999,-4160.000000000004
3309,3,0.168,0.078,-4160.000000000004
3308,3,0.166,0.078,-4160.000000000004
3594,3,0.168,0.08399999999999999,-4160.000000000004
3402,3,0.164,0.08,-4160.000000000004
3499,3,0.168,0.082,-4160.000000000004
3500,3,0.17,0.082,-4160.000000000004
3405,3,0.17,0.08,-4160.000000000004
3310,3,0.17,0.078,-4160.000000000004
3213,3,0.166,0.076,-4162.000000000007
3212,3,0.164,0.076,-4162.000000000007
3214,3,0.168,0.076,-4162.000000000007
3215,3,0.17,0.076,-4162.000000000007
1950,3,0.11,0.05,-4163.000000000004
1665,3,0.11,0.044000000000000004,-4163.000000000004
1861,3,0.122,0.048,-4163.000000000004
1949,3,0.108,0.05,-4163.000000000004
1948,3,0.106,0.05,-4163.000000000004
1670,3,0.12,0.044000000000000004,-4163.000000000004
1758,3,0.106,0.046000000000000006,-4163.000000000004
1759,3,0.108,0.046000000000000006,-4163.000000000004
1760,3,0.11,0.046000000000000006,-4163.000000000004
1761,3,0.112,0.046000000000000006,-4163.000000000004
1762,3,0.114,0.046000000000000006,-4163.000000000004
1763,3,0.11599999999999999,0.046000000000000006,-4163.000000000004
1764,3,0.118,0.046000000000000006,-4163.000000000004
1765,3,0.12,0.046000000000000006,-4163.000000000004
1766,3,0.122,0.046000000000000006,-4163.000000000004
1671,3,0.122,0.044000000000000004,-4163.000000000004
1664,3,0.108,0.044000000000000004,-4163.000000000004
1669,3,0.118,0.044000000000000004,-4163.000000000004
1953,3,0.11599999999999999,0.05,-4163.000000000004
1956,3,0.122,0.05,-4163.000000000004
1668,3,0.11599999999999999,0.044000000000000004,-4163.000000000004
1955,3,0.12,0.05,-4163.000000000004
1954,3,0.118,0.05,-4163.000000000004
1857,3,0.114,0.048,-4163.000000000004
1856,3,0.112,0.048,-4163.000000000004
1854,3,0.108,0.048,-4163.000000000004
1855,3,0.11,0.048,-4163.000000000004
1666,3,0.112,0.044000000000000004,-4163.000000000004
1853,3,0.106,0.048,-4163.000000000004
1667,3,0.114,0.044000000000000004,-4163.000000000004
1860,3,0.12,0.048,-4163.000000000004
1663,3,0.106,0.044000000000000004,-4163.000000000004
1859,3,0.118,0.048,-4163.000000000004
1951,3,0.112,0.05,-4163.000000000004
1858,3,0.11599999999999999,0.048,-4163.000000000004
1952,3,0.114,0.05,-4163.000000000004
1685,4,0.15000000000000002,0.044000000000000004,-4167.000000000004
1683,4,0.14600000000000002,0.044000000000000004,-4167.000000000004
1684,4,0.14800000000000002,0.044000000000000004,-4167.000000000004
1686,4,0.15200000000000002,0.044000000000000004,-4167.000000000004
1687,4,0.15400000000000003,0.044000000000000004,-4167.000000000004
589,3,0.048,0.022,-4167.000000000007
106,3,0.032,0.012,-4177.000000000011
1581,4,0.132,0.042,-4181.000000000004
1582,4,0.134,0.042,-4181.000000000004
1583,4,0.136,0.042,-4181.000000000004
1584,4,0.138,0.042,-4181.000000000004
1585,4,0.14,0.042,-4181.000000000004
107,3,0.034,0.012,-4183.000000000011
606,4,0.082,0.022,-4192.000000000004
607,4,0.08399999999999999,0.022,-4192.000000000004
609,4,0.088,0.022,-4192.000000000004
608,4,0.086,0.022,-4192.000000000004
3133,3,0.196,0.074,-4228.999999999996
3132,3,0.194,0.074,-4228.999999999996
3130,3,0.19,0.074,-4228.999999999996
3131,3,0.192,0.074,-4228.999999999996
3127,3,0.18400000000000002,0.074,-4228.999999999996
3129,3,0.188,0.074,-4228.999999999996
3128,3,0.186,0.074,-4228.999999999996
3134,3,0.198,0.074,-4228.999999999996
3124,3,0.17800000000000002,0.074,-4228.999999999996
3125,3,0.18000000000000002,0.074,-4228.999999999996
3126,3,0.18200000000000002,0.074,-4228.999999999996
601,4,0.072,0.022,-4236.000000000015
1078,3,0.076,0.032,-4261.000000000004
2150,3,0.13,0.054,-4273.000000000004
2055,3,0.13,0.052000000000000005,-4273.000000000004
412,5,0.074,0.018000000000000002,-4285.0
413,5,0.076,0.018000000000000002,-4285.0
1086,3,0.092,0.032,-4289.000000000007
