,RR,TPP,SLP,comparedProfit
1000,4,0.11,0.03,-2081.0000000000036
708,4,0.096,0.024,-2084.9999999999927
1084,3,0.088,0.032,-2089.0000000000073
44,10,0.09799999999999999,0.01,-2097.000000000011
2921,3,0.15200000000000002,0.06999999999999999,-2099.0000000000073
521,6,0.102,0.02,-2100.000000000011
280,14,0.19,0.014,-2110.0
219,5,0.068,0.014,-2111.0
2432,3,0.124,0.060000000000000005,-2113.0
515,5,0.09,0.02,-2113.0
134,8,0.088,0.012,-2115.0000000000073
1095,4,0.11,0.032,-2124.0000000000036
142,9,0.104,0.012,-2126.0000000000073
520,5,0.09999999999999999,0.02,-2130.000000000011
141,9,0.102,0.012,-2141.0000000000073
1171,3,0.072,0.034,-2144.000000000018
401,3,0.052000000000000005,0.018000000000000002,-2153.9999999999927
522,6,0.104,0.02,-2154.000000000011
1656,3,0.092,0.044000000000000004,-2156.9999999999964
120,5,0.060000000000000005,0.012,-2157.0000000000255
408,4,0.066,0.018000000000000002,-2159.000000000011
1076,3,0.072,0.032,-2160.0000000000073
2940,3,0.19,0.06999999999999999,-2169.0000000000036
2431,3,0.122,0.060000000000000005,-2169.9999999999964
999,4,0.108,0.03,-2171.0000000000036
127,7,0.074,0.012,-2178.0000000000255
1183,3,0.096,0.034,-2182.0000000000036
43,10,0.096,0.01,-2189.0000000000073
1267,3,0.074,0.036000000000000004,-2195.0
998,4,0.106,0.03,-2207.0
183,16,0.186,0.012,-2207.0000000000255
1094,4,0.108,0.032,-2214.0000000000036
707,4,0.094,0.024,-2218.999999999989
978,3,0.066,0.03,-2219.0
2920,3,0.15000000000000002,0.06999999999999999,-2226.0000000000036
593,3,0.056,0.022,-2230.0000000000036
322,6,0.08399999999999999,0.016,-2235.9999999999927
745,8,0.17,0.024,-2236.9999999999964
1176,3,0.082,0.034,-2237.0000000000036
1170,3,0.06999999999999999,0.034,-2245.0
41,10,0.092,0.01,-2245.000000000011
276,14,0.18200000000000002,0.014,-2247.0
218,5,0.066,0.014,-2249.9999999999964
1073,3,0.066,0.032,-2262.0
405,4,0.060000000000000005,0.018000000000000002,-2266.0000000000036
278,14,0.186,0.014,-2266.000000000022
376,12,0.192,0.016,-2272.9999999999927
45,10,0.09999999999999999,0.01,-2275.0000000000073
2919,3,0.14800000000000002,0.06999999999999999,-2276.0000000000036
403,4,0.056,0.018000000000000002,-2277.999999999978
132,7,0.08399999999999999,0.012,-2281.0
2918,3,0.14600000000000002,0.06999999999999999,-2282.0000000000036
184,16,0.188,0.012,-2283.000000000018
243,9,0.11599999999999999,0.014,-2286.000000000018
1002,4,0.114,0.03,-2293.0000000000036
3017,3,0.15400000000000003,0.072,-2293.000000000011
428,6,0.106,0.018000000000000002,-2294.0000000000036
1083,3,0.086,0.032,-2295.0000000000036
1325,6,0.19,0.036000000000000004,-2296.9999999999927
692,3,0.064,0.024,-2305.0
895,4,0.09,0.028000000000000004,-2305.0000000000073
421,6,0.092,0.018000000000000002,-2309.0000000000073
2939,3,0.188,0.06999999999999999,-2309.0000000000146
277,14,0.18400000000000002,0.014,-2310.0000000000073
418,5,0.086,0.018000000000000002,-2316.0
417,5,0.08399999999999999,0.018000000000000002,-2316.0
422,6,0.094,0.018000000000000002,-2318.0000000000073
783,3,0.056,0.026000000000000002,-2324.0000000000036
53,12,0.11599999999999999,0.01,-2324.0000000000073
2724,3,0.138,0.066,-2342.0
1082,3,0.08399999999999999,0.032,-2349.0000000000073
2723,3,0.136,0.066,-2355.0000000000036
2629,3,0.138,0.064,-2357.0
3016,3,0.15200000000000002,0.072,-2360.0000000000146
2334,3,0.118,0.058,-2361.0
713,5,0.106,0.024,-2361.0000000000073
375,12,0.19,0.016,-2368.9999999999927
274,13,0.17800000000000002,0.014,-2368.9999999999964
2628,3,0.136,0.064,-2370.0000000000036
131,7,0.082,0.012,-2375.0
2917,3,0.14400000000000002,0.06999999999999999,-2378.0000000000036
997,4,0.104,0.03,-2379.0
992,4,0.094,0.03,-2379.0000000000073
118,5,0.056,0.012,-2379.000000000018
706,4,0.092,0.024,-2388.0000000000073
993,4,0.096,0.03,-2388.0000000000073
52,12,0.114,0.01,-2393.000000000011
275,13,0.18000000000000002,0.014,-2393.9999999999964
429,6,0.108,0.018000000000000002,-2396.0000000000036
996,4,0.102,0.03,-2398.0000000000036
323,6,0.086,0.016,-2406.9999999999927
2938,3,0.186,0.06999999999999999,-2408.0000000000036
151,11,0.122,0.012,-2410.000000000018
332,7,0.104,0.016,-2412.0000000000036
804,4,0.09799999999999999,0.026000000000000002,-2415.9999999999854
1003,4,0.11599999999999999,0.03,-2421.0000000000073
906,4,0.112,0.028000000000000004,-2422.0000000000073
180,16,0.18000000000000002,0.012,-2422.000000000011
1279,3,0.09799999999999999,0.036000000000000004,-2424.9999999999927
2350,3,0.15000000000000002,0.058,-2425.0000000000073
711,5,0.102,0.024,-2431.0000000000036
2916,3,0.14200000000000002,0.06999999999999999,-2431.0000000000073
2722,3,0.134,0.066,-2434.0000000000036
898,4,0.096,0.028000000000000004,-2441.0
49,11,0.108,0.01,-2448.0000000000255
2627,3,0.134,0.064,-2449.0000000000036
50,11,0.11,0.01,-2452.000000000018
2915,3,0.14,0.06999999999999999,-2454.0000000000036
324,6,0.088,0.016,-2456.0
2531,3,0.132,0.062000000000000006,-2459.0
618,5,0.106,0.022,-2459.000000000011
991,4,0.092,0.03,-2460.0000000000036
272,13,0.17400000000000002,0.014,-2460.9999999999927
273,13,0.17600000000000002,0.014,-2460.9999999999927
1221,6,0.17200000000000001,0.034,-2465.0
2820,3,0.14,0.068,-2471.9999999999964
995,4,0.09999999999999999,0.03,-2481.0
710,5,0.09999999999999999,0.024,-2484.0000000000073
712,5,0.104,0.024,-2485.0000000000036
3015,3,0.15000000000000002,0.072,-2487.000000000011
3035,3,0.19,0.072,-2487.000000000011
133,8,0.086,0.012,-2488.0
990,3,0.09,0.03,-2496.0
905,4,0.11,0.028000000000000004,-2499.0000000000073
2721,2,0.132,0.066,-2501.0000000000073
181,16,0.18200000000000002,0.012,-2503.0000000000073
31,8,0.072,0.01,-2504.000000000029
271,13,0.17200000000000001,0.014,-2508.0
315,5,0.06999999999999999,0.016,-2508.000000000011
514,5,0.088,0.02,-2513.0000000000036
178,15,0.17600000000000002,0.012,-2514.0000000000073
179,15,0.17800000000000002,0.012,-2514.0000000000073
2626,3,0.132,0.064,-2516.0000000000073
880,3,0.060000000000000005,0.028000000000000004,-2517.000000000011
512,5,0.08399999999999999,0.02,-2519.0000000000036
513,5,0.086,0.02,-2519.0000000000036
607,4,0.08399999999999999,0.022,-2523.0000000000036
150,10,0.12,0.012,-2524.0000000000073
1222,6,0.17400000000000002,0.034,-2526.0
2445,3,0.15000000000000002,0.060000000000000005,-2528.0000000000036
616,5,0.102,0.022,-2529.0000000000073
896,4,0.092,0.028000000000000004,-2530.0000000000146
2181,4,0.192,0.054,-2532.9999999999927
182,16,0.18400000000000002,0.012,-2533.0000000000146
3014,3,0.14800000000000002,0.072,-2537.000000000011
613,5,0.096,0.022,-2540.0000000000036
2818,2,0.136,0.068,-2541.0
2819,3,0.138,0.068,-2541.0
3013,3,0.14600000000000002,0.072,-2543.000000000011
128,7,0.076,0.012,-2556.0000000000364
374,12,0.188,0.016,-2557.0000000000073
615,5,0.09999999999999999,0.022,-2559.0000000000073
3034,3,0.188,0.072,-2560.000000000018
177,15,0.17400000000000002,0.012,-2561.0000000000146
149,10,0.118,0.012,-2562.0000000000073
48,11,0.106,0.01,-2565.0000000000073
944,7,0.188,0.028000000000000004,-2567.0000000000146
2180,4,0.19,0.054,-2569.9999999999927
166,13,0.15200000000000002,0.012,-2580.000000000011
617,5,0.104,0.022,-2583.0000000000073
903,4,0.106,0.028000000000000004,-2583.000000000011
904,4,0.108,0.028000000000000004,-2595.0000000000073
782,3,0.054,0.026000000000000002,-2597.0000000000146
756,8,0.192,0.024,-2597.999999999989
755,8,0.19,0.024,-2597.999999999989
2530,3,0.13,0.062000000000000006,-2600.9999999999964
2349,3,0.14800000000000002,0.058,-2604.9999999999964
612,5,0.094,0.022,-2610.0
373,12,0.186,0.016,-2626.000000000011
1125,6,0.17,0.032,-2629.0000000000036
882,3,0.064,0.028000000000000004,-2634.0000000000073
935,7,0.17,0.028000000000000004,-2638.000000000011
3012,3,0.14400000000000002,0.072,-2639.000000000011
321,6,0.082,0.016,-2640.0000000000036
419,5,0.088,0.018000000000000002,-2645.000000000011
117,5,0.054,0.012,-2648.0000000000146
1040,7,0.19,0.03,-2651.0000000000036
46,11,0.102,0.01,-2662.000000000011
1006,5,0.122,0.03,-2663.0000000000036
897,4,0.094,0.028000000000000004,-2663.000000000011
792,3,0.074,0.026000000000000002,-2666.0
3033,3,0.186,0.072,-2669.000000000011
2348,3,0.14600000000000002,0.058,-2674.0000000000073
372,12,0.18400000000000002,0.016,-2693.0000000000036
2625,3,0.13,0.064,-2695.0000000000073
592,3,0.054,0.022,-2702.0000000000036
47,11,0.104,0.01,-2716.000000000011
2443,3,0.14600000000000002,0.060000000000000005,-2718.0000000000073
883,3,0.066,0.028000000000000004,-2727.0000000000036
908,5,0.11599999999999999,0.028000000000000004,-2727.000000000011
427,6,0.104,0.018000000000000002,-2729.0
54,12,0.118,0.01,-2729.0000000000073
977,3,0.064,0.03,-2731.9999999999964
2444,3,0.14800000000000002,0.060000000000000005,-2736.0
279,14,0.188,0.014,-2742.000000000011
40,9,0.09,0.01,-2743.0000000000036
2347,3,0.14400000000000002,0.058,-2747.0000000000146
1270,3,0.08,0.036000000000000004,-2750.0
511,5,0.082,0.02,-2757.9999999999964
695,3,0.06999999999999999,0.024,-2759.9999999999964
941,7,0.18200000000000002,0.028000000000000004,-2763.0
241,8,0.112,0.014,-2764.0000000000146
510,4,0.08,0.02,-2764.9999999999927
1005,4,0.12,0.03,-2766.0000000000036
261,11,0.15200000000000002,0.014,-2772.0000000000073
1030,6,0.17,0.03,-2774.9999999999964
989,3,0.088,0.03,-2777.0000000000036
1004,4,0.118,0.03,-2780.0000000000036
2346,3,0.14200000000000002,0.058,-2783.0000000000073
892,3,0.08399999999999999,0.028000000000000004,-2785.0000000000036
893,4,0.086,0.028000000000000004,-2785.0000000000036
687,3,0.054,0.024,-2787.0000000000073
940,7,0.18000000000000002,0.028000000000000004,-2788.0
939,7,0.17800000000000002,0.028000000000000004,-2788.0
2624,2,0.128,0.064,-2791.0000000000073
907,5,0.114,0.028000000000000004,-2791.000000000011
2442,3,0.14400000000000002,0.060000000000000005,-2791.0000000000146
242,9,0.114,0.014,-2798.0000000000146
888,3,0.076,0.028000000000000004,-2807.0000000000036
754,8,0.188,0.024,-2808.9999999999964
371,12,0.18200000000000002,0.016,-2809.9999999999927
1133,6,0.186,0.032,-2812.0000000000073
901,4,0.102,0.028000000000000004,-2813.000000000011
1134,6,0.188,0.032,-2815.0000000000036
701,4,0.082,0.024,-2817.9999999999927
1039,7,0.188,0.03,-2820.000000000011
51,12,0.112,0.01,-2824.000000000018
1038,7,0.186,0.03,-2826.0000000000036
791,3,0.072,0.026000000000000002,-2840.0
938,7,0.17600000000000002,0.028000000000000004,-2841.9999999999964
937,7,0.17400000000000002,0.028000000000000004,-2841.9999999999964
1124,6,0.168,0.032,-2844.0
1123,6,0.166,0.032,-2844.0
623,6,0.11599999999999999,0.022,-2844.0000000000036
159,12,0.138,0.012,-2844.0000000000146
160,12,0.14,0.012,-2844.0000000000146
505,4,0.06999999999999999,0.02,-2846.0000000000146
175,15,0.17,0.012,-2847.0000000000146
1028,6,0.166,0.03,-2848.0
1029,6,0.168,0.03,-2848.0
900,4,0.09999999999999999,0.028000000000000004,-2848.0000000000073
2177,4,0.18400000000000002,0.054,-2851.0
39,9,0.088,0.01,-2854.0000000000073
785,3,0.060000000000000005,0.026000000000000002,-2854.9999999999927
1132,6,0.18400000000000002,0.032,-2855.0
3701,3,0.192,0.086,-2860.9999999999964
3988,3,0.196,0.092,-2860.9999999999964
3798,3,0.196,0.088,-2860.9999999999964
3702,3,0.194,0.086,-2860.9999999999964
3797,3,0.194,0.088,-2860.9999999999964
3989,3,0.198,0.092,-2860.9999999999964
3894,3,0.198,0.09,-2860.9999999999964
3796,3,0.192,0.088,-2860.9999999999964
3891,3,0.192,0.09,-2860.9999999999964
3892,3,0.194,0.09,-2860.9999999999964
3799,3,0.198,0.088,-2860.9999999999964
3986,3,0.192,0.092,-2860.9999999999964
3893,3,0.196,0.09,-2860.9999999999964
3987,3,0.194,0.092,-2860.9999999999964
3704,3,0.198,0.086,-2860.9999999999964
3703,3,0.196,0.086,-2860.9999999999964
596,3,0.062000000000000006,0.022,-2863.0000000000036
1421,6,0.192,0.038,-2864.999999999978
369,12,0.17800000000000002,0.016,-2876.999999999989
368,11,0.17600000000000002,0.016,-2876.999999999989
902,4,0.104,0.028000000000000004,-2877.0000000000073
611,5,0.092,0.022,-2879.0000000000073
129,7,0.078,0.012,-2879.0000000000327
753,8,0.186,0.024,-2882.0000000000036
889,3,0.078,0.028000000000000004,-2884.0000000000146
1268,3,0.076,0.036000000000000004,-2899.0
270,13,0.17,0.014,-2914.0000000000073
700,4,0.08,0.024,-2918.9999999999927
35,8,0.08,0.01,-2918.9999999999964
176,15,0.17200000000000001,0.012,-2920.0000000000036
370,12,0.18000000000000002,0.016,-2925.9999999999964
1199,4,0.128,0.034,-2928.0000000000036
894,4,0.088,0.028000000000000004,-2928.0000000000073
1420,5,0.19,0.038,-2928.999999999978
13,4,0.036000000000000004,0.01,-2929.0
2161,3,0.15200000000000002,0.054,-2929.0000000000036
988,3,0.086,0.03,-2931.9999999999964
987,3,0.08399999999999999,0.03,-2931.9999999999964
1316,5,0.17200000000000001,0.036000000000000004,-2932.9999999999964
705,4,0.09,0.024,-2934.0
1122,6,0.164,0.032,-2935.9999999999964
356,10,0.15200000000000002,0.016,-2938.0000000000036
1219,5,0.168,0.034,-2938.9999999999964
752,8,0.18400000000000002,0.024,-2940.0000000000036
1081,3,0.082,0.032,-2941.0
1220,5,0.17,0.034,-2943.000000000011
730,6,0.14,0.024,-2952.0
729,6,0.138,0.024,-2952.0
1109,5,0.138,0.032,-2954.0000000000036
1110,5,0.14,0.032,-2954.0000000000036
255,10,0.14,0.014,-2955.000000000011
254,10,0.138,0.014,-2955.000000000011
91,20,0.192,0.01,-2957.0000000000073
594,3,0.058,0.022,-2959.000000000011
1131,6,0.18200000000000002,0.032,-2959.9999999999964
2160,3,0.15000000000000002,0.054,-2961.0
1228,6,0.186,0.034,-2966.0000000000073
1037,7,0.18400000000000002,0.03,-2969.9999999999964
2345,3,0.14,0.058,-2974.0
2344,3,0.138,0.058,-2974.0
930,6,0.16,0.028000000000000004,-2974.0000000000073
719,5,0.118,0.024,-2975.0
751,8,0.18200000000000002,0.024,-2978.9999999999964
750,8,0.18000000000000002,0.024,-2978.9999999999964
1286,4,0.112,0.036000000000000004,-2979.9999999999964
1982,4,0.17400000000000002,0.05,-2980.0000000000036
1983,4,0.17600000000000002,0.05,-2980.0000000000036
936,7,0.17200000000000001,0.028000000000000004,-2981.0000000000036
2081,4,0.18200000000000002,0.052000000000000005,-2985.999999999989
566,10,0.192,0.02,-2987.0
686,3,0.052000000000000005,0.024,-2989.000000000018
718,5,0.11599999999999999,0.024,-2996.0
717,5,0.114,0.024,-2996.0
2244,3,0.128,0.056,-2997.999999999989
2640,3,0.16,0.064,-2999.0
1036,7,0.18200000000000002,0.03,-2999.9999999999964
691,3,0.062000000000000006,0.024,-3000.0
38,9,0.086,0.01,-3001.000000000011
2176,4,0.18200000000000002,0.054,-3003.9999999999964
1211,5,0.15200000000000002,0.034,-3005.0000000000036
2441,3,0.14200000000000002,0.060000000000000005,-3010.0000000000036
90,19,0.19,0.01,-3021.0000000000073
1193,4,0.11599999999999999,0.034,-3021.0000000000073
1516,5,0.192,0.04,-3023.999999999989
699,4,0.078,0.024,-3024.9999999999927
349,9,0.138,0.016,-3025.0000000000073
350,9,0.14,0.016,-3025.0000000000073
621,6,0.112,0.022,-3026.0000000000073
749,8,0.17800000000000002,0.024,-3032.0
1227,6,0.18400000000000002,0.034,-3033.0
1072,2,0.064,0.032,-3036.9999999999964
2066,3,0.15200000000000002,0.052000000000000005,-3037.9999999999964
1026,6,0.162,0.03,-3041.0000000000036
622,6,0.114,0.022,-3043.0000000000073
927,6,0.15400000000000003,0.028000000000000004,-3045.0000000000073
928,6,0.156,0.028000000000000004,-3045.0000000000073
929,6,0.158,0.028000000000000004,-3045.0000000000073
164,13,0.14800000000000002,0.012,-3045.0000000000146
163,13,0.14600000000000002,0.012,-3045.0000000000146
1187,4,0.104,0.034,-3049.0000000000036
1186,3,0.102,0.034,-3049.0000000000036
1460,2,0.08,0.04,-3053.999999999989
2340,3,0.13,0.058,-3055.0
2342,3,0.134,0.058,-3055.0
2341,3,0.132,0.058,-3055.0
2343,3,0.136,0.058,-3055.0
1655,3,0.09,0.044000000000000004,-3059.9999999999964
1097,4,0.114,0.032,-3062.0000000000073
1229,6,0.188,0.034,-3063.0000000000036
367,11,0.17400000000000002,0.016,-3065.0
130,7,0.08,0.012,-3065.9999999999964
2065,3,0.15000000000000002,0.052000000000000005,-3069.9999999999927
1035,7,0.18000000000000002,0.03,-3073.0
3795,3,0.19,0.088,-3075.0000000000036
3985,3,0.19,0.092,-3075.0000000000036
3890,3,0.19,0.09,-3075.0000000000036
3700,3,0.19,0.086,-3075.0000000000036
1981,4,0.17200000000000001,0.05,-3076.0000000000036
162,13,0.14400000000000002,0.012,-3076.000000000011
161,12,0.14200000000000002,0.012,-3076.000000000011
693,3,0.066,0.024,-3076.9999999999927
2735,3,0.16,0.066,-3078.0
1027,6,0.164,0.03,-3078.0
2175,4,0.18000000000000002,0.054,-3079.9999999999964
2174,4,0.17800000000000002,0.054,-3079.9999999999964
412,5,0.074,0.018000000000000002,-3080.0000000000036
881,3,0.062000000000000006,0.028000000000000004,-3081.000000000018
2080,4,0.18000000000000002,0.052000000000000005,-3081.999999999989
1121,6,0.162,0.032,-3083.0
565,10,0.19,0.02,-3083.0
920,5,0.14,0.028000000000000004,-3085.0000000000073
919,5,0.138,0.028000000000000004,-3085.0000000000073
610,5,0.09,0.022,-3086.0000000000073
697,4,0.074,0.024,-3088.9999999999964
2438,3,0.136,0.060000000000000005,-3092.0
